word,NSBRs tf-idf,SBRs tf-idf,FARSEC tf-idf
host,1.0,0.13515364157516804,0.1126459934790472
org,0.9159656126144655,0.3552777033511072,0.21230894218810403
page,0.9092913868859928,0.16448032012401945,0.1126459934790472
hosts,0.880936593599172,0.14640746562322848,0.1126459934790472
user,0.779008725203394,0.1613337839933198,0.17092316910716193
failed,0.7780011355112827,0.13515364157516804,0.1126459934790472
service,0.774115473194617,0.15159622589046526,0.0
cluster,0.7580490833311689,0.154113454795025,0.1126459934790472
start,0.7197010878438479,0.1852140507820083,0.1126459934790472
file,0.7192933288613795,0.16891511371934928,0.21410937825290996
services,0.7013054789237025,0.13515364157516804,0.1126459934790472
wizard,0.6277230432431206,0.15889314095790621,0.1126459934790472
nagios,0.5891526062795619,0.15766128967128887,0.18136096565334206
error,0.5850645063944757,0.14640746562322848,0.17380919926441232
failures,0.5700752647703521,0.13515364157516804,0.1126459934790472
hdfs,0.5534746742369325,0.15095626345884613,0.1126459934790472
use,0.5449176047358494,0.1613337839933198,0.07653853524192265
fails,0.52948585781619,0.1613337839933198,0.16308887379880818
name,0.4959126663356732,0.14374658946603056,0.1126459934790472
configuration,0.4752455698948719,0.15766128967128887,0.16112497478177784
set,0.4581110476360685,0.15159622589046526,0.17199055856111894
check,0.45774826520424244,0.14640746562322848,0.16595686701426773
hive,0.4514951403594131,0.15095626345884613,0.2059020271441616
path,0.4454498356922919,0.15095626345884613,0.1126459934790472
password,0.4340827787107749,0.15766128967128887,0.12181090244163323
state,0.4337613139805447,0.13818617346557985,0.19435563206429077
version,0.4332662595976849,0.13818617346557985,0.1126459934790472
change,0.43281453847024753,0.14640746562322848,0.1126459934790472
back,0.40192589442157045,0.13515364157516804,0.17529617961275903
http,0.39833050823090904,0.15766128967128887,0.1126459934790472
make,0.3964003922869124,0.15159622589046526,0.1702607090585643
fix,0.3923270790771256,0.13515364157516804,0.17829480775037135
property,0.38734264227891435,0.14374658946603056,0.14411850359769673
cannot,0.37401952586688103,0.15159622589046526,0.15623058981947005
setting,0.37249120356471327,0.13818617346557985,0.13559192253118757
setup,0.3688381290741078,0.14640746562322848,0.12181090244163323
call,0.3667828536393217,0.13515364157516804,0.1126459934790472
security,0.36211980213660916,0.23210060344988587,0.13293104637398967
configs,0.3543790444229303,0.13515364157516804,0.1126459934790472
default,0.3484380785355905,0.14374658946603056,0.17793890784603986
request,0.34043697356714864,0.14640746562322848,0.1126459934790472
instead,0.3295797401377968,0.14374658946603056,0.1495748824947938
url,0.3226399831707979,0.13515364157516804,0.19495529627808034
also,0.3162133311793413,0.14640746562322848,0.16775572142467224
allow,0.31606220044246275,0.1710713420961743,0.15191169186435852
secure,0.3109736504101451,0.14374658946603056,0.13097581140421927
web,0.31042758061495157,0.19142276181547013,0.15187213018542778
datanode,0.30633082204252454,0.1801689377674097,0.15460934030391324
code,0.30264318821601766,0.13818617346557985,0.1126459934790472
jdk,0.300121262106779,0.13818617346557985,0.13559192253118757
