word,NSBRs tf-idf,SBRs tf-idf,FARSEC tf-idf
org,6060.335560868118,440.4582957730809,0.0
unknown,2506.259374808694,114.94535173191879,0.0
source,2484.004650672572,115.20172318225889,0.0
junit,1504.3903025006757,142.09912206005336,340.0258663179571
table,1054.646161612856,93.099424797966,0.0
derby,966.1457789653359,150.30930845997963,-782.5079357674296
select,905.5988936105684,79.98552503115336,102.00696018450964
java,904.4669653083891,229.04508273624975,-170.18504596563002
rows,869.3050140780546,158.3279799101806,70.60392747896341
error,806.9678149029903,232.4327648963915,34.564256573676964
test,790.611541123422,179.46628122049003,-175.5920371003601
exception,712.9683788315965,79.0271400647731,77.70399698417484
database,644.7474716044308,81.77930608086007,0.0
statement,636.5861112043747,102.89936425038346,0.0
client,623.7569678794071,41.891535702639594,65.65023147593365
file,581.5751041337776,126.46822353880542,80.40507294495366
create,554.9725072038138,83.78307140527919,0.0
new,535.7243003938195,94.25595533093909,0.0
row,527.2183537464604,79.98552503115336,0.0
version,523.7851414223713,209.45767851319798,58.786655006857664
column,523.4316639125199,61.612918877376444,0.0
connection,520.973875096021,89.01951336810913,0.0
set,502.51115605960695,78.39951561933978,-309.04912821398443
server,502.4772859022224,142.33550727890173,40.61303160497027
following,479.0219905816838,65.08117417098961,30.022726237050815
code,475.81461011313746,74.37848476684528,0.0
method,466.4265573305864,53.8996669882961,0.0
using,465.7635592736154,89.89954087385276,43.00421037355044
call,452.95272282558506,83.29948534554852,0.0
sun,451.8502666748979,65.70356527846793,70.4057891773537
sql,428.46378635497786,54.59585514144159,-109.95260564390654
run,405.1804201826502,72.69271651632006,49.14917348102454
class,397.6094876297337,90.9741673086479,61.904126777221165
network,390.27799502249286,48.999697262087366,27.05973294483145
like,377.1789273333709,44.09972753587863,39.191103337905105
failed,364.5760772231027,197.11069583540382,59.05482487799682
tests,363.86312180527557,100.30238418594912,415.05637288580755
fails,362.77393569975175,48.92783062712247,38.038423827966724
problem,355.8956944320764,50.54120406035995,0.0
jdbc,343.38190310929645,50.54120406035995,0.0
would,324.13816926336983,42.89794500225792,38.91501303963456
used,315.2110840917102,48.999697262087366,45.747713916956386
name,301.96848188372337,62.83730355395939,0.0
alpha,287.487759418288,132.18715449170662,4.330733340286331
c,282.6724879317408,92.8129537404507,-12143.659886080493
transaction,281.0664789465061,41.0752792515843,0.0
key,274.8019562264069,57.472675865959395,81.79136730607354
trigger,273.1256693981828,114.94535173191879,187.48529254633218
user,271.8002831079459,128.69383500677375,32.453662783682425
locale,268.03405488682324,365.79222944765866,0
files,264.83945939081644,78.54662944244924,9.696363154854662
current,264.1548204603682,45.97814069276752,51.11452974066753
end,263.08939239626636,57.600861591129444,44.83286410981327
support,257.55608058647283,303.7981230249417,40.53666649605213
message,256.2548591415928,68.96721103915128,42.37881558779506
running,251.2386429511112,51.135208277206125,25.84157366697663
fail,239.2710533999018,68.5995761669223,41.084130120466604
delete,207.5948059247661,172.2765154517149,157.40026450085975
connect,204.41198468836805,47.66438333584213,12.16072066946554
log,198.87748151975077,110.74918850467388,102.84846950144609
mode,193.85051266479462,76.43419719801823,21.463408721079162
found,169.98701318707205,163.78756542432478,21.335087629501118
check,168.60291420961835,76.43419719801823,57.40504586949062
need,164.31070794077132,55.78386357513396,30.498475944637594
drop,161.39833036924423,54.59585514144159,42.77454417352341
thread,154.5336483518837,73.49954589313104,59.61065752815529
begin,150.36056737553497,41.0752792515843,26.499950812497964
information,142.89501454855082,68.07374551678934,17.772817097407934
needs,141.4295906954153,50.54120406035995,17.772817097407934
assert,141.0348698890472,43.06912886292873,83.29779654844033
sqlstate,134.9070057834046,178.429248146419,23.84823191231018
read,124.55688355485965,88.19945507175726,60.65826747795408
execute,116.68832111659003,45.97814069276752,0.0
jar,111.04110705349864,45.97814069276752,19.049067994965615
access,109.52029560770144,100.96374109557098,155.2344711423003
port,87.49627460556593,55.37459425233694,73.22125078278914
contains,86.46339126923797,49.13626962729743,14.722194895832201
security,73.5834103768942,121.99785382381494,12.928484206472884
manager,70.21591822324297,60.64944487243194,111.54815360107568
ant,63.83265293022088,54.7670390021124,62.32578472186199
com,57.84450522727434,73.83279233644924,-35.32946087061483
db,39.224495837096086,63.219943452555334,-175.09070755772308
revoke,38.18014130758728,52.364419628299494,21.653666701431654
socket,36.15281576704646,73.83279233644924,12.992200020858993
granted,33.316701768309606,47.127977665469544,0
logtofile,30.544113046069825,82.1505585031686,25.984400041717986
opening,30.544113046069825,54.7670390021124,0
denied,24.987526326232206,104.66335741142518,0
localhost,24.987526326232206,54.7670390021124,14.722194895832201
authentication,24.987526326232206,54.59585514144159,4.330733340286331
encrypted,16.658350884154803,61.52732694704105,0
encryption,8.329175442077402,60.05544065558575,0
permission,0.0,88.32445066062877,0
securitymanager,0.0,71.4965750037632,0.0
revoke_select_trig,0.0,67.68005964174515,0.0
filepermission,0.0,62.83730355395939,0.0
wshome,0.0,61.612918877376444,0.0
jhome,0.0,54.7670390021124,0.0
fileoutputstream,0.0,49.221861557632835,0
basicdaemon,0.0,41.0752792515843,0.0
